Chicken Dance,Overhang Area > North Table Mountain/Golden Cliffs > Golden > Colorado,https://www.mountainproject.com/route/105755527/chicken-dance,5.12a,39.76834,-105.21695,Overhang Area,North Table Mountain/Golden Cliffs
Family Jewels,The Dugout > Rifle Mountain Park > Rifle > Colorado,https://www.mountainproject.com/route/109514790/family-jewels,5.12a,39.70833,-107.69273,The Dugout,Rifle Mountain Park
Handle This Hard On!,Overhang Area > North Table Mountain/Golden Cliffs > Golden > Colorado,https://www.mountainproject.com/route/105752173/handle-this-hard-on,5.12a,39.76834,-105.21695,Overhang Area,North Table Mountain/Golden Cliffs
Light My Fire,The Dungeon > Staunton Rocks > Staunton State Park > South Platte > Colorado,https://www.mountainproject.com/route/114441945/light-my-fire,5.12a,39.5168,-105.3962,The Dungeon,Staunton Rocks
Ricochet,The Winchester Cave > Rifle Mountain Park > Rifle > Colorado,https://www.mountainproject.com/route/105753373/ricochet,5.12a,39.71774,-107.69191,The Winchester Cave,Rifle Mountain Park
Mr. Squirrel Places a Nut,Overhang Area > North Table Mountain/Golden Cliffs > Golden > Colorado,https://www.mountainproject.com/route/105748594/mr-squirrel-places-a-nut,5.11c,39.76834,-105.21695,Overhang Area,North Table Mountain/Golden Cliffs
Winter's End,The Sno-Cone Cave > Rifle Mountain Park > Rifle > Colorado,https://www.mountainproject.com/route/108159481/winters-end,5.11b,39.70651,-107.69446,The Sno-Cone Cave,Rifle Mountain Park
Unshackled,The Dungeon > Staunton Rocks > Staunton State Park > South Platte > Colorado,https://www.mountainproject.com/route/112101317/unshackled,5.10+,39.5168,-105.3962,The Dungeon,Staunton Rocks
Wild Child,The Mission Wall > Clear Creek Canyon > Golden > Colorado,https://www.mountainproject.com/route/105758059/wild-child,5.11a,39.7392,-105.323,The Mission Wall,Clear Creek Canyon
Reefer Madness,Wall of the '90s > Clear Creek Canyon > Golden > Colorado,https://www.mountainproject.com/route/105748397/reefer-madness,5.11a,39.7388,-105.3222,Wall of the '90s,Clear Creek Canyon
Ten-Digit Dialing,Wall of the '90s > Clear Creek Canyon > Golden > Colorado,https://www.mountainproject.com/route/105748421/ten-digit-dialing,5.12c,39.7388,-105.3222,Wall of the '90s,Clear Creek Canyon
Redmond Barry,Kubrick's > Rifle Mountain Park > Rifle > Colorado,https://www.mountainproject.com/route/108256301/redmond-barry,5.10b,39.71606,-107.69077,Kubrick's,Rifle Mountain Park
Gunnery Sergeant Hartman,Kubrick's > Rifle Mountain Park > Rifle > Colorado,https://www.mountainproject.com/route/107235954/gunnery-sergeant-hartman,5.11a,39.71606,-107.69077,Kubrick's,Rifle Mountain Park
Baby Jesus,Project Wall > Rifle Mountain Park > Rifle > Colorado,https://www.mountainproject.com/route/119334640/baby-jesus,5.12b,39.71873,-107.69094,Project Wall,Rifle Mountain Park
Dihedral Crack aka Red Dihedral,6. Endless Wall > Monitor Rock > Independence Pass > Colorado,https://www.mountainproject.com/route/106176531/dihedral-crack-aka-red-dihedral,5.9-,39.0726,-106.4513,Endless Wall,Monitor Rock
Corona Alley,Mill Creek Crag > Dumont vicinity > Colorado,https://www.mountainproject.com/route/118846825/corona-alley,5.9,39.7838,-105.6242,Mill Creek Crag,Dumont vicinity
Fractals,Mill Creek Dome > Dumont vicinity > Colorado,https://www.mountainproject.com/route/108320082/fractals,5.9,39.7846,-105.622,Mill Creek Dome,Dumont vicinity
Going Greek,1. Butt Wall > Monitor Rock > Independence Pass > Colorado,https://www.mountainproject.com/route/107230326/going-greek,5.9,39.0726,-106.4513,Butt Wall,Monitor Rock
Herbal Essence,Little Eiger > Clear Creek Canyon > Golden > Colorado,https://www.mountainproject.com/route/105867446/herbal-essence,5.9,39.7432,-105.2991,Little Eiger,Clear Creek Canyon
Home Wrecker,East Face aka Clairabell Mine Wall > Monitor Rock > Independence Pass > Colorado,https://www.mountainproject.com/route/107233036/home-wrecker,5.9,39.0726,-106.4513,East Face aka Clairabell Mine Wall,Monitor Rock
Honey Pot,Mill Creek Crag > Dumont vicinity > Colorado,https://www.mountainproject.com/route/107182008/honey-pot,5.9,39.7838,-105.6242,Mill Creek Crag,Dumont vicinity
Left Cheek,1. Butt Wall > Monitor Rock > Independence Pass > Colorado,https://www.mountainproject.com/route/106198096/left-cheek,5.9,39.0726,-106.4513,Butt Wall,Monitor Rock
Baby Doe,5. Iron Side Wall > Monitor Rock > Independence Pass > Colorado,https://www.mountainproject.com/route/105755875/baby-doe,5.8,39.0726,-106.4513,Iron Side Wall,Monitor Rock
Freeway,Mill Creek Crag > Dumont vicinity > Colorado,https://www.mountainproject.com/route/107262225/freeway,5.8,39.7838,-105.6242,Mill Creek Crag,Dumont vicinity
El Gato Monte,Mill Creek Block > Dumont vicinity > Colorado,https://www.mountainproject.com/route/110674676/el-gato-monte,5.12a,39.7843,-105.6251,Mill Creek Block,Dumont vicinity
Empire of the Fenceless,Easter Rock > Boulder Canyon > Boulder > Colorado,https://www.mountainproject.com/route/105756790/empire-of-the-fenceless,5.12a,39.9937,-105.41847,Easter Rock,Boulder Canyon
Glory Hole,5. Iron Side Wall > Monitor Rock > Independence Pass > Colorado,https://www.mountainproject.com/route/105757066/glory-hole,5.12a,39.0726,-106.4513,Iron Side Wall,Monitor Rock
Livin' On The Edge,4. Boulder Wall > Monitor Rock > Independence Pass > Colorado,https://www.mountainproject.com/route/105754564/livin-on-the-edge,5.12a,39.0726,-106.4513,Boulder Wall,Monitor Rock
Matchless,3. Trailhead Wall > Monitor Rock > Independence Pass > Colorado,https://www.mountainproject.com/route/114804208/matchless,5.12a,39.0726,-106.4513,Trailhead Wall,Monitor Rock
Mufasa,Mill Creek Block > Dumont vicinity > Colorado,https://www.mountainproject.com/route/111804869/mufasa,5.12a,39.7843,-105.6251,Mill Creek Block,Dumont vicinity
Perpetual Doubt,3. Trailhead Wall > Monitor Rock > Independence Pass > Colorado,https://www.mountainproject.com/route/114511264/perpetual-doubt,5.12a,39.0726,-106.4513,Trailhead Wall,Monitor Rock
Thunderdome,Easter Rock > Boulder Canyon > Boulder > Colorado,https://www.mountainproject.com/route/105750787/thunderdome,5.12a,39.9937,-105.41847,Easter Rock,Boulder Canyon
Tierra Del Fuego (extension),Little Eiger > Clear Creek Canyon > Golden > Colorado,https://www.mountainproject.com/route/113073894/tierra-del-fuego-extension,5.12a,39.7432,-105.2991,Little Eiger,Clear Creek Canyon
Eye of the Tiger,Mill Creek Crag > Dumont vicinity > Colorado,https://www.mountainproject.com/route/109082184/eye-of-the-tiger,5.12a/b,39.7838,-105.6242,Mill Creek Crag,Dumont vicinity
Utterly Thin,5b. Summit Dome > Monitor Rock > Independence Pass > Colorado,https://www.mountainproject.com/route/107792020/utterly-thin,5.12a/b,39.0726,-106.4513,Summit Dome,Monitor Rock
White Men Can't Jump,Easter Rock > Boulder Canyon > Boulder > Colorado,https://www.mountainproject.com/route/105752077/white-men-cant-jump,5.12a/b,39.9937,-105.41847,Easter Rock,Boulder Canyon
Barbarians,Easter Rock > Boulder Canyon > Boulder > Colorado,https://www.mountainproject.com/route/105749692/barbarians,5.12b,39.9937,-105.41847,Easter Rock,Boulder Canyon
Delusions of Grandeur,Little Eiger > Clear Creek Canyon > Golden > Colorado,https://www.mountainproject.com/route/106064047/delusions-of-grandeur,5.12b,39.7432,-105.2991,Little Eiger,Clear Creek Canyon
Rain Shadow,Easter Rock > Boulder Canyon > Boulder > Colorado,https://www.mountainproject.com/route/105998457/rain-shadow,5.12b,39.9937,-105.41847,Easter Rock,Boulder Canyon
Sad Batman,Easter Rock > Boulder Canyon > Boulder > Colorado,https://www.mountainproject.com/route/116993631/sad-batman,5.12b,39.9937,-105.41847,Easter Rock,Boulder Canyon
Scantily Trad,Mill Creek Crag > Dumont vicinity > Colorado,https://www.mountainproject.com/route/108203531/scantily-trad,5.12b,39.7838,-105.6242,Mill Creek Crag,Dumont vicinity
Tell-Tale Heart,Easter Rock > Boulder Canyon > Boulder > Colorado,https://www.mountainproject.com/route/105748424/tell-tale-heart,5.12b,39.9937,-105.41847,Easter Rock,Boulder Canyon
The Strike,Mill Creek Block > Dumont vicinity > Colorado,https://www.mountainproject.com/route/107720505/the-strike,5.12b,39.7843,-105.6251,Mill Creek Block,Dumont vicinity
Too!,Little Eiger > Clear Creek Canyon > Golden > Colorado,https://www.mountainproject.com/route/105748253/too,5.12b,39.7432,-105.2991,Little Eiger,Clear Creek Canyon
How Can A Monkey Jump Over The Ocean ?,Mill Creek Dome > Dumont vicinity > Colorado,https://www.mountainproject.com/route/107632721/how-can-a-monkey-jump-over-the-ocean,5.12,39.7846,-105.622,Mill Creek Dome,Dumont vicinity
"MargaUgra, (5.12/A0)",Mill Creek Dome > Dumont vicinity > Colorado,https://www.mountainproject.com/route/107641323/margaugra-512a0,5.12,39.7846,-105.622,Mill Creek Dome,Dumont vicinity
The Power Stripper,Mill Creek Dome > Dumont vicinity > Colorado,https://www.mountainproject.com/route/107760949/the-power-stripper,5.12,39.7846,-105.622,Mill Creek Dome,Dumont vicinity
Trustafarian Panhandler,Easter Rock > Boulder Canyon > Boulder > Colorado,https://www.mountainproject.com/route/112186142/trustafarian-panhandler,5.12,39.9937,-105.41847,Easter Rock,Boulder Canyon
The Penguin,Easter Rock > Boulder Canyon > Boulder > Colorado,https://www.mountainproject.com/route/105764214/the-penguin,5.12b/c,39.9937,-105.41847,Easter Rock,Boulder Canyon
Egg,Easter Rock > Boulder Canyon > Boulder > Colorado,https://www.mountainproject.com/route/105832232/egg,5.12c,39.9937,-105.41847,Easter Rock,Boulder Canyon
Furthermore,Easter Rock > Boulder Canyon > Boulder > Colorado,https://www.mountainproject.com/route/116993929/furthermore,5.12+,39.9937,-105.41847,Easter Rock,Boulder Canyon
Ram,Mill Creek Dome > Dumont vicinity > Colorado,https://www.mountainproject.com/route/108385556/ram,5.12+,39.7846,-105.622,Mill Creek Dome,Dumont vicinity
Catwoman,Easter Rock > Boulder Canyon > Boulder > Colorado,https://www.mountainproject.com/route/105750772/catwoman,5.12d,39.9937,-105.41847,Easter Rock,Boulder Canyon
Chickenshit Armchair Environmentalist,Easter Rock > Boulder Canyon > Boulder > Colorado,https://www.mountainproject.com/route/105757894/chickenshit-armchair-environmentalist,5.12d,39.9937,-105.41847,Easter Rock,Boulder Canyon
Evermore,Easter Rock > Boulder Canyon > Boulder > Colorado,https://www.mountainproject.com/route/105757048/evermore,5.12d,39.9937,-105.41847,Easter Rock,Boulder Canyon
Pterodactyl Traverse,Easter Rock > Boulder Canyon > Boulder > Colorado,https://www.mountainproject.com/route/105756994/pterodactyl-traverse,5.12d,39.9937,-105.41847,Easter Rock,Boulder Canyon
The Flying Beast,Easter Rock > Boulder Canyon > Boulder > Colorado,https://www.mountainproject.com/route/105750778/the-flying-beast,5.12d,39.9937,-105.41847,Easter Rock,Boulder Canyon
Dynamic Duel,Easter Rock > Boulder Canyon > Boulder > Colorado,https://www.mountainproject.com/route/105750775/dynamic-duel,5.13a,39.9937,-105.41847,Easter Rock,Boulder Canyon
Knappweed Herbicide (Part II),Easter Rock > Boulder Canyon > Boulder > Colorado,https://www.mountainproject.com/route/117096065/knappweed-herbicide-part-ii,5.13a,39.9937,-105.41847,Easter Rock,Boulder Canyon
Lou Reed,Mill Creek Crag > Dumont vicinity > Colorado,https://www.mountainproject.com/route/108452785/lou-reed,5.13a,39.7838,-105.6242,Mill Creek Crag,Dumont vicinity
Nevermore,Easter Rock > Boulder Canyon > Boulder > Colorado,https://www.mountainproject.com/route/105757513/nevermore,5.13a,39.9937,-105.41847,Easter Rock,Boulder Canyon
The DeCappitator,Little Eiger > Clear Creek Canyon > Golden > Colorado,https://www.mountainproject.com/route/111156931/the-decappitator,5.13a,39.7432,-105.2991,Little Eiger,Clear Creek Canyon
Pegarlo,Mill Creek Dome > Dumont vicinity > Colorado,https://www.mountainproject.com/route/118813952/pegarlo,5.13c/d,39.7846,-105.622,Mill Creek Dome,Dumont vicinity
Jump and Shake,East Face aka Clairabell Mine Wall > Monitor Rock > Independence Pass > Colorado,https://www.mountainproject.com/route/106207375/jump-and-shake,5.11+,39.0726,-106.4513,East Face aka Clairabell Mine Wall,Monitor Rock
Molly Brown,5. Iron Side Wall > Monitor Rock > Independence Pass > Colorado,https://www.mountainproject.com/route/108242466/molly-brown,5.11+,39.0726,-106.4513,Iron Side Wall,Monitor Rock
New Test Of Men,Easter Rock > Boulder Canyon > Boulder > Colorado,https://www.mountainproject.com/route/106226347/new-test-of-men,5.11+,39.9937,-105.41847,Easter Rock,Boulder Canyon
Spindrift,5. Iron Side Wall > Monitor Rock > Independence Pass > Colorado,https://www.mountainproject.com/route/108257344/spindrift,5.11+,39.0726,-106.4513,Iron Side Wall,Monitor Rock
Tradding Water,4. Boulder Wall > Monitor Rock > Independence Pass > Colorado,https://www.mountainproject.com/route/117606344/tradding-water,5.11+,39.0726,-106.4513,Boulder Wall,Monitor Rock
Yogi's Choice,Mill Creek Dome > Dumont vicinity > Colorado,https://www.mountainproject.com/route/107344580/yogis-choice,5.11+,39.7846,-105.622,Mill Creek Dome,Dumont vicinity
Black Cloud,5. Iron Side Wall > Monitor Rock > Independence Pass > Colorado,https://www.mountainproject.com/route/107169109/black-cloud,5.11d,39.0726,-106.4513,Iron Side Wall,Monitor Rock
Climax,5. Iron Side Wall > Monitor Rock > Independence Pass > Colorado,https://www.mountainproject.com/route/107167777/climax,5.11d,39.0726,-106.4513,Iron Side Wall,Monitor Rock
Dark Knight,Easter Rock > Boulder Canyon > Boulder > Colorado,https://www.mountainproject.com/route/105763143/dark-knight,5.11d,39.9937,-105.41847,Easter Rock,Boulder Canyon
Eiger Direct,Little Eiger > Clear Creek Canyon > Golden > Colorado,https://www.mountainproject.com/route/105751756/eiger-direct,5.11d,39.7432,-105.2991,Little Eiger,Clear Creek Canyon
Elanor,Easter Rock > Boulder Canyon > Boulder > Colorado,https://www.mountainproject.com/route/105756691/elanor,5.11d,39.9937,-105.41847,Easter Rock,Boulder Canyon
Sweet Petite,Mill Creek Crag > Dumont vicinity > Colorado,https://www.mountainproject.com/route/107854241/sweet-petite,5.11d,39.7838,-105.6242,Mill Creek Crag,Dumont vicinity
Turning Point,Mill Creek Crag > Dumont vicinity > Colorado,https://www.mountainproject.com/route/110961512/turning-point,5.11d,39.7838,-105.6242,Mill Creek Crag,Dumont vicinity
Rad Lad,3. Trailhead Wall > Monitor Rock > Independence Pass > Colorado,https://www.mountainproject.com/route/107190399/rad-lad,5.11b/c,39.0726,-106.4513,Trailhead Wall,Monitor Rock
Radometer in the Red Zone,Little Eiger > Clear Creek Canyon > Golden > Colorado,https://www.mountainproject.com/route/105751579/radometer-in-the-red-zone,5.11b/c,39.7432,-105.2991,Little Eiger,Clear Creek Canyon
The Joker,Easter Rock > Boulder Canyon > Boulder > Colorado,https://www.mountainproject.com/route/105748436/the-joker,5.11b/c,39.9937,-105.41847,Easter Rock,Boulder Canyon
Cross Cut,Mill Creek Dome > Dumont vicinity > Colorado,https://www.mountainproject.com/route/107519935/cross-cut,5.11c,39.7846,-105.622,Mill Creek Dome,Dumont vicinity
Mr. Two-Face,Easter Rock > Boulder Canyon > Boulder > Colorado,https://www.mountainproject.com/route/105757516/mr-two-face,5.11c,39.9937,-105.41847,Easter Rock,Boulder Canyon
Power Shot,Mill Creek Dome > Dumont vicinity > Colorado,https://www.mountainproject.com/route/107651651/power-shot,5.11c,39.7846,-105.622,Mill Creek Dome,Dumont vicinity
Sita,Mill Creek Dome > Dumont vicinity > Colorado,https://www.mountainproject.com/route/108378753/sita,5.11c,39.7846,-105.622,Mill Creek Dome,Dumont vicinity
The Riddler,Easter Rock > Boulder Canyon > Boulder > Colorado,https://www.mountainproject.com/route/105757507/the-riddler,5.11c,39.9937,-105.41847,Easter Rock,Boulder Canyon
Willard,Easter Rock > Boulder Canyon > Boulder > Colorado,https://www.mountainproject.com/route/105752074/willard,5.11c,39.9937,-105.41847,Easter Rock,Boulder Canyon
Free Up The Weed,Little Eiger > Clear Creek Canyon > Golden > Colorado,https://www.mountainproject.com/route/105764232/free-up-the-weed,5.11a/b,39.7432,-105.2991,Little Eiger,Clear Creek Canyon
New Road,Easter Rock > Boulder Canyon > Boulder > Colorado,https://www.mountainproject.com/route/106226364/new-road,5.11a/b,39.9937,-105.41847,Easter Rock,Boulder Canyon
Road To Emmaus,Easter Rock > Boulder Canyon > Boulder > Colorado,https://www.mountainproject.com/route/106226356/road-to-emmaus,5.11a/b,39.9937,-105.41847,Easter Rock,Boulder Canyon
Conehead,Little Eiger > Clear Creek Canyon > Golden > Colorado,https://www.mountainproject.com/route/105752596/conehead,5.11b,39.7432,-105.2991,Little Eiger,Clear Creek Canyon
Last Chance,5. Iron Side Wall > Monitor Rock > Independence Pass > Colorado,https://www.mountainproject.com/route/105754825/last-chance,5.11b,39.0726,-106.4513,Iron Side Wall,Monitor Rock
Meltdown,3. Trailhead Wall > Monitor Rock > Independence Pass > Colorado,https://www.mountainproject.com/route/110629043/meltdown,5.11b,39.0726,-106.4513,Trailhead Wall,Monitor Rock
Natural Selection,Little Eiger > Clear Creek Canyon > Golden > Colorado,https://www.mountainproject.com/route/105748235/natural-selection,5.11b,39.7432,-105.2991,Little Eiger,Clear Creek Canyon
Red Dawn,5. Iron Side Wall > Monitor Rock > Independence Pass > Colorado,https://www.mountainproject.com/route/107231623/red-dawn,5.11b,39.0726,-106.4513,Iron Side Wall,Monitor Rock
Seams Like Lightning,5b. Summit Dome > Monitor Rock > Independence Pass > Colorado,https://www.mountainproject.com/route/106805432/seams-like-lightning,5.11b,39.0726,-106.4513,Summit Dome,Monitor Rock
The Nordwand,Little Eiger > Clear Creek Canyon > Golden > Colorado,https://www.mountainproject.com/route/105748244/the-nordwand,5.11b,39.7432,-105.2991,Little Eiger,Clear Creek Canyon
Tierra Del Fuego,Little Eiger > Clear Creek Canyon > Golden > Colorado,https://www.mountainproject.com/route/105763815/tierra-del-fuego,5.11b,39.7432,-105.2991,Little Eiger,Clear Creek Canyon
Tsunami Of Charisma,Little Eiger > Clear Creek Canyon > Golden > Colorado,https://www.mountainproject.com/route/105829983/tsunami-of-charisma,5.11b,39.7432,-105.2991,Little Eiger,Clear Creek Canyon
Watch Your Dog,Mill Creek Block > Dumont vicinity > Colorado,https://www.mountainproject.com/route/107710047/watch-your-dog,5.11b,39.7843,-105.6251,Mill Creek Block,Dumont vicinity
Black Hole,Little Eiger > Clear Creek Canyon > Golden > Colorado,https://www.mountainproject.com/route/106009701/black-hole,5.11,39.7432,-105.2991,Little Eiger,Clear Creek Canyon
Deflator-Mouse,Mill Creek Crag > Dumont vicinity > Colorado,https://www.mountainproject.com/route/108403330/deflator-mouse,5.11,39.7838,-105.6242,Mill Creek Crag,Dumont vicinity
One Thin Line,5. Iron Side Wall > Monitor Rock > Independence Pass > Colorado,https://www.mountainproject.com/route/106242690/one-thin-line,5.11,39.0726,-106.4513,Iron Side Wall,Monitor Rock
Rock Juice,East Face aka Clairabell Mine Wall > Monitor Rock > Independence Pass > Colorado,https://www.mountainproject.com/route/107728081/rock-juice,5.11,39.0726,-106.4513,East Face aka Clairabell Mine Wall,Monitor Rock
Big Dreams,Mill Creek Crag > Dumont vicinity > Colorado,https://www.mountainproject.com/route/108853346/big-dreams,5.10b/c,39.7838,-105.6242,Mill Creek Crag,Dumont vicinity
Bush Administration,Little Eiger > Clear Creek Canyon > Golden > Colorado,https://www.mountainproject.com/route/105762957/bush-administration,5.10b/c,39.7432,-105.2991,Little Eiger,Clear Creek Canyon
Misunderestimate,Little Eiger > Clear Creek Canyon > Golden > Colorado,https://www.mountainproject.com/route/105827433/misunderestimate,5.10b/c,39.7432,-105.2991,Little Eiger,Clear Creek Canyon
Slot Machine,Mill Creek Crag > Dumont vicinity > Colorado,https://www.mountainproject.com/route/109614869/slot-machine,5.10b/c,39.7838,-105.6242,Mill Creek Crag,Dumont vicinity
Broomhillda,1. Butt Wall > Monitor Rock > Independence Pass > Colorado,https://www.mountainproject.com/route/105755155/broomhillda,5.10c,39.0726,-106.4513,Butt Wall,Monitor Rock
Feline Antics,Mill Creek Crag > Dumont vicinity > Colorado,https://www.mountainproject.com/route/108910477/feline-antics,5.10c,39.7838,-105.6242,Mill Creek Crag,Dumont vicinity
Go Down Gambling,6. Endless Wall > Monitor Rock > Independence Pass > Colorado,https://www.mountainproject.com/route/106511539/go-down-gambling,5.10c,39.0726,-106.4513,Endless Wall,Monitor Rock
Pirate Mode,3. Trailhead Wall > Monitor Rock > Independence Pass > Colorado,https://www.mountainproject.com/route/106778443/pirate-mode,5.10c,39.0726,-106.4513,Trailhead Wall,Monitor Rock
Prowler,Mill Creek Block > Dumont vicinity > Colorado,https://www.mountainproject.com/route/107708577/prowler,5.10c,39.7843,-105.6251,Mill Creek Block,Dumont vicinity
Footloose,Little Eiger > Clear Creek Canyon > Golden > Colorado,https://www.mountainproject.com/route/105752602/footloose,5.10a,39.7432,-105.2991,Little Eiger,Clear Creek Canyon
Grave Line,4. Boulder Wall > Monitor Rock > Independence Pass > Colorado,https://www.mountainproject.com/route/105754828/grave-line,5.10a,39.0726,-106.4513,Boulder Wall,Monitor Rock
